Origin,Destination,Aircraft_Type,Distance_km,Passengers,Cargo_Load_pct,Weather_Severity,Wind_kts,Cruise_Temperature_C,Flight_Duration_hr,Fuel_Burn_L,Efficiency_Rating
MAD,AMS,Airbus A220-300,1458.4,97,75.5,Moderate,22.6,-58.7,1.76,6186.1,8.54
SFO,SEA,Boeing 737-700,1092.9,83,49.9,Moderate,-16.6,-42.3,1.3,4216.4,8.44
LHR,HND,Boeing 787-9,9591.6,248,25.9,Moderate,-23.7,-42.3,10.62,25821.3,9.81
MAD,SIN,Boeing 787-9,11380.8,185,47.8,Mild,6.1,-42.8,12.6,32433.0,9.64
LAX,SFO,Boeing 777-300ER,543.7,316,23.3,Moderate,-16.6,-59.3,0.6,3329.1,9.48
BCN,MAD,Airbus A330-200,483.1,187,28.5,Severe,49.5,-42.2,0.55,3681.4,8.66
MAD,GRU,Boeing 777-200ER,8379.6,193,72.5,Moderate,24.7,-56.5,9.39,29281.9,9.53
FRA,SFO,Airbus A330-200,9147.9,180,45.6,Moderate,-33.3,-45.5,10.5,24746.6,9.65
BCN,HND,Airbus A380-800,10443.5,379,36.7,Severe,-52.3,-48.3,11.57,28545.4,9.95
DXB,BCN,Boeing 777-200ER,5175.4,258,46.0,Moderate,28.9,-53.7,5.8,19467.8,9.67
SFO,SEA,Boeing 737 MAX 8,1092.9,118,37.4,Moderate,21.3,-45.9,1.3,4965.7,8.74
SIN,MAD,Airbus A350-1000,11380.8,302,33.6,Moderate,28.3,-49.7,12.6,40146.7,9.78
YYZ,SFO,Boeing 737-900ER,3628.0,150,16.1,Moderate,26.4,-46.8,4.32,13475.2,9.28
FRA,JFK,Boeing 767-300ER,6188.5,167,55.9,Mild,-13.7,-59.4,7.27,17374.7,9.58
MAD,BCN,Boeing 777-200ER,483.1,258,13.3,Severe,-51.7,-57.9,0.54,2979.8,9.31
SEA,AMS,Airbus A330-300,7839.9,248,61.6,Mild,11.9,-57.5,9.0,24553.5,9.74
DFW,SFO,Airbus A321neo,2352.0,167,27.1,Severe,44.8,-55.7,2.82,10638.4,9.19
SIN,LHR,Airbus A350-1000,10881.4,234,54.9,Severe,-52.9,-42.6,12.05,29299.4,9.79
AMS,YYZ,Airbus A330-300,5989.4,241,20.1,Moderate,28.3,-58.3,6.88,21847.0,9.65
GRU,CDG,Airbus A330-200,9404.9,200,74.6,Mild,-13.5,-52.0,10.8,25649.8,9.7
LHR,DXB,Boeing 787-8,5497.4,150,75.7,Moderate,18.4,-56.7,6.09,18798.4,9.35
MAD,GRU,Airbus A350-1000,8379.6,310,51.0,Mild,0.3,-47.6,9.28,23223.4,9.89
LAX,BCN,Airbus A330-200,9674.6,177,69.0,Severe,-35.2,-52.6,11.11,26239.2,9.64
CDG,MAD,Airbus A350-900,1061.7,192,75.1,Severe,-37.8,-41.2,1.18,4807.7,9.32
YYZ,CDG,Boeing 787-8,6019.5,153,66.6,Severe,52.9,-51.8,6.67,26573.7,9.12
LAX,DFW,Boeing 737 MAX 8,1983.0,147,74.7,Mild,-3.9,-43.7,2.36,6664.2,9.35
AMS,GRU,Boeing 777-300ER,9775.3,237,39.7,Mild,-14.3,-51.5,10.8,26407.9,9.79
SFO,JFK,Boeing 777-200ER,4152.1,226,30.3,Mild,-9.5,-40.7,4.65,12232.5,9.73
MAD,AMS,Boeing 757-200,1458.4,151,57.9,Mild,9.7,-58.8,1.72,5856.0,9.2
ORD,JFK,Airbus A220-300,1188.1,86,75.9,Moderate,-27.9,-49.5,1.43,4502.5,8.53
JNB,MAD,Airbus A380-800,8105.7,369,34.7,Moderate,29.3,-51.6,8.98,29771.1,9.85
DXB,LHR,Boeing 787-9,5497.4,234,13.0,Severe,41.5,-47.5,6.09,22305.4,9.56
FRA,ORD,Airbus A350-1000,6970.8,314,50.5,Severe,53.0,-42.7,7.72,30709.9,9.69
LHR,FRA,Boeing 787-10,653.5,211,34.6,Mild,-14.2,-55.1,0.72,3487.7,9.25
SEA,YYZ,Boeing 757-200,3307.0,114,74.8,Moderate,-25.3,-59.9,3.89,10076.9,9.2
AMS,DFW,Boeing 787-8,7900.1,154,53.1,Severe,-43.7,-49.7,8.75,21619.1,9.55
DFW,ORD,Airbus A320ceo,1290.0,100,76.0,Mild,-5.9,-48.1,1.56,4823.8,8.79
ATL,FRA,Boeing 777-200ER,7408.5,194,6.3,Severe,41.3,-54.9,8.31,29305.5,9.44
SFO,LAX,Embraer ERJ-145,543.7,36,11.4,Severe,42.3,-40.8,0.65,3324.6,3.67
JNB,LHR,Airbus A330-300,9074.1,180,67.2,Severe,52.3,-42.5,10.42,38987.6,9.31
LAX,SEA,Airbus A330-900,1537.1,235,27.8,Mild,-13.6,-50.1,1.74,5690.7,9.62
SEA,FRA,Boeing 787-10,8196.6,298,16.9,Moderate,32.6,-42.5,9.08,30379.4,9.75
LAX,ATL,Airbus A320neo,3125.8,141,29.0,Mild,-0.1,-40.4,3.75,9356.9,9.41
LAX,JFK,Airbus A321neo,3974.3,142,63.3,Severe,-37.0,-41.0,4.77,11619.4,9.44
HND,DXB,Boeing 767-300ER,7934.6,157,67.9,Mild,6.9,-46.6,9.32,23439.3,9.5
SIN,HND,Boeing 787-8,5298.5,175,12.1,Moderate,-22.4,-50.1,5.87,14850.6,9.61
JFK,DFW,Boeing 737-700,2235.0,111,27.3,Moderate,31.7,-46.5,2.66,9186.7,8.8
LHR,CDG,Airbus A380-800,347.0,430,63.6,Mild,14.3,-50.2,0.38,3952.4,9.21
FRA,CDG,Boeing 737-700,448.8,77,40.2,Moderate,-19.3,-41.7,0.53,2569.2,7.36
DXB,JFK,Boeing 787-8,11001.4,222,20.8,Moderate,19.2,-58.6,12.18,35595.2,9.67
ORD,LAX,Airbus A330-200,2801.9,197,50.5,Mild,5.8,-43.8,3.22,9441.1,9.57
SFO,ATL,Boeing 737 MAX 8,3434.9,106,67.4,Mild,6.1,-50.6,4.09,10823.4,9.08
YYZ,SFO,Boeing 737 MAX 8,3628.0,126,70.3,Moderate,30.1,-50.2,4.32,14005.8,9.05
SFO,JFK,Airbus A320ceo,4152.1,112,33.8,Mild,13.5,-52.8,5.01,13555.6,9.11
HND,MAD,Airbus A350-1000,10766.1,284,22.5,Moderate,19.7,-48.6,11.92,35190.7,9.79
DXB,CDG,Airbus A350-900,5238.8,214,58.2,Severe,49.2,-45.7,5.8,22887.8,9.44
LHR,BCN,Airbus A330-300,1147.6,197,41.0,Mild,-10.9,-44.3,1.32,4755.7,9.42
JNB,AMS,Boeing 787-8,9016.7,162,21.8,Severe,-47.0,-54.9,9.99,24194.4,9.59
ATL,SFO,Boeing 777-200ER,3434.9,240,17.7,Mild,9.5,-47.7,3.85,11337.6,9.7
ORD,DFW,Bombardier CRJ-900,1290.0,65,24.4,Moderate,-18.6,-41.3,1.56,4572.7,8.13
SFO,HND,Airbus A330-900,8285.6,201,40.6,Moderate,31.8,-40.9,9.38,30497.3,9.52
SEA,ORD,Airbus A321neo,2761.8,153,6.1,Severe,-39.9,-47.7,3.32,8401.8,9.46
SEA,LAX,Boeing 737-800,1537.1,112,63.9,Moderate,19.1,-46.1,1.83,6334.1,8.81
JNB,SYD,Airbus A350-900,11032.4,223,33.5,Severe,51.0,-44.4,12.22,46340.2,9.5
DFW,LHR,Airbus A350-1000,7627.6,244,62.0,Mild,-11.3,-45.1,8.45,21244.4,9.79
FRA,ATL,Airbus A380-800,7408.5,312,10.7,Mild,-4.4,-54.2,8.2,20444.0,9.89
SYD,JNB,Airbus A350-1000,11032.4,262,25.9,Mild,10.1,-57.5,12.22,32818.0,9.79
AMS,FRA,Airbus A320neo,365.7,108,26.6,Mild,12.8,-41.0,0.44,2530.0,7.76
SEA,JFK,Boeing 777-300ER,3886.6,259,23.3,Severe,-41.3,-49.0,4.29,11584.0,9.79
AMS,HND,Airbus A350-1000,9316.3,291,58.2,Mild,-7.4,-43.3,10.32,25517.2,9.87
MAD,BCN,Embraer E175,483.1,68,11.2,Severe,41.3,-45.8,0.59,3144.7,6.53
BCN,CDG,Boeing 777-300ER,858.3,243,35.3,Mild,-1.6,-42.1,0.95,4088.6,9.47
SIN,AMS,Airbus A330-200,10512.2,181,20.6,Severe,-47.6,-56.2,12.07,27965.6,9.66
JNB,SIN,Airbus A350-900,8656.7,217,50.6,Severe,-41.3,-51.7,9.59,23641.9,9.75
MAD,JFK,Boeing 787-9,5760.4,198,14.6,Severe,-46.4,-45.7,6.38,16067.9,9.69
ORD,SFO,Boeing 777-300ER,2964.0,318,19.0,Moderate,-19.6,-41.4,3.28,9346.6,9.85
LHR,BCN,Airbus A220-300,1147.6,119,59.2,Severe,-43.3,-41.4,1.39,4421.8,8.98
YYZ,ORD,Boeing 777-300ER,701.2,300,8.9,Moderate,15.7,-57.4,0.77,3900.2,9.52
JNB,SIN,Airbus A330-300,8656.7,232,29.9,Severe,41.0,-48.4,9.94,34144.7,9.57
SEA,YYZ,Boeing 777-300ER,3307.0,284,16.2,Severe,-46.8,-45.2,3.65,10118.3,9.82
LHR,ORD,Airbus A350-900,6344.7,247,64.3,Moderate,20.7,-54.6,7.03,21973.5,9.69
JFK,FRA,Airbus A330-900,6188.5,188,78.3,Moderate,-19.8,-59.3,7.01,17644.3,9.65
ATL,JFK,Airbus A350-1000,1221.9,321,74.9,Severe,-48.1,-42.7,1.35,5480.0,9.69
SEA,YYZ,Boeing 787-9,3307.0,245,47.9,Severe,-42.7,-58.5,3.66,10270.3,9.74
LAX,SEA,Embraer ERJ-145,1537.1,41,36.7,Severe,-50.7,-58.7,1.85,5149.7,7.08
AMS,JFK,Boeing 787-9,5847.6,236,17.1,Moderate,-31.1,-53.3,6.48,16372.7,9.77
SIN,JNB,Boeing 787-9,8656.7,256,26.0,Severe,-54.8,-45.3,9.59,23499.0,9.82
SFO,ORD,Boeing 787-8,2964.0,188,39.0,Moderate,-28.5,-48.5,3.28,9236.4,9.59
LHR,ATL,Boeing 787-9,6760.9,176,16.2,Mild,-0.6,-57.3,7.49,18542.0,9.63
AMS,MAD,Boeing 777-300ER,1458.4,288,48.3,Moderate,23.9,-44.0,1.61,6827.7,9.6
SIN,JNB,Boeing 787-10,8656.7,218,44.8,Severe,-46.3,-47.1,9.59,23589.0,9.75
CDG,AMS,Airbus A380-800,399.0,298,5.4,Mild,-6.7,-46.0,0.44,2815.2,9.32
MAD,JNB,Boeing 777-300ER,8105.7,258,27.4,Moderate,32.4,-44.8,8.96,30049.8,9.68
BCN,AMS,Airbus A350-900,1241.3,287,59.9,Severe,-41.1,-59.4,1.37,5304.9,9.66
ORD,HND,Airbus A330-900,10124.5,264,69.6,Mild,-5.3,-40.9,11.47,27549.9,9.83
SFO,ATL,Airbus A319ceo,3434.9,117,69.0,Mild,-11.1,-50.0,4.15,10171.8,9.25
JFK,DXB,Airbus A380-800,11001.4,434,58.3,Mild,2.5,-50.7,12.18,31181.8,9.98
SFO,ATL,Airbus A350-900,3434.9,271,19.4,Severe,-46.6,-56.7,3.8,10432.0,9.8
FRA,MAD,Airbus A330-200,1419.9,177,66.8,Moderate,-29.4,-49.2,1.63,5585.1,9.37
BCN,CDG,Airbus A380-800,858.3,314,63.2,Severe,-37.1,-56.1,0.95,4866.2,9.53
DFW,SFO,Airbus A320neo,2352.0,115,32.0,Severe,-49.6,-58.6,2.82,7384.9,9.18
DFW,ATL,Boeing 737-800,1174.7,102,15.4,Mild,-3.3,-40.1,1.4,4370.2,8.82
LAX,HND,Airbus A330-300,8812.6,172,65.0,Moderate,29.5,-44.9,10.12,31874.6,9.42
MAD,FRA,Boeing 757-200,1419.9,120,15.5,Severe,-54.7,-43.3,1.67,5049.7,9.09
FRA,LAX,Airbus A380-800,9321.3,294,56.6,Severe,-47.2,-42.0,10.32,25888.3,9.87
LAX,MAD,Airbus A330-200,9384.8,165,47.9,Moderate,22.9,-48.5,10.77,31775.0,9.44
FRA,BCN,Airbus A321ceo,1093.6,118,56.7,Moderate,21.9,-46.2,1.32,5067.6,8.71
CDG,ATL,Boeing 787-9,7055.4,182,34.2,Moderate,-27.3,-47.3,7.81,19424.5,9.65
DFW,LAX,Boeing 777-300ER,1983.0,328,76.6,Severe,-45.7,-43.6,2.19,7409.3,9.79
AMS,LAX,Airbus A330-900,8956.1,220,63.2,Severe,53.4,-49.7,10.14,38855.7,9.47
JFK,DFW,Airbus A330-300,2235.0,227,68.0,Mild,-1.6,-46.0,2.57,7746.9,9.64
DFW,AMS,Boeing 787-8,7900.1,181,52.3,Severe,-39.7,-48.6,8.75,21662.1,9.65
DFW,CDG,Boeing 787-10,7944.0,219,49.9,Moderate,18.9,-53.8,8.8,26364.4,9.65
CDG,DXB,Airbus A319ceo,5238.8,90,70.2,Moderate,27.7,-42.5,6.33,18995.1,8.68
ATL,LHR,Boeing 787-9,6760.9,177,8.6,Severe,-47.9,-43.6,7.49,18486.0,9.63
ORD,ATL,Airbus A320neo,975.5,126,30.5,Severe,36.1,-51.1,1.17,5014.5,8.66
FRA,AMS,Airbus A321ceo,365.7,161,52.5,Moderate,-23.2,-45.6,0.44,2593.0,8.53
AMS,LHR,Airbus A330-900,370.3,249,15.0,Severe,-52.7,-54.3,0.42,2695.6,9.1
LAX,GRU,Boeing 787-9,9918.6,190,10.7,Mild,7.3,-54.2,10.98,28603.1,9.65
CDG,SEA,Boeing 787-9,8049.2,201,40.3,Mild,1.6,-53.2,8.91,22372.6,9.7
DFW,ORD,Boeing 787-10,1290.0,297,61.7,Mild,9.6,-57.1,1.43,5819.8,9.64
GRU,JFK,Boeing 787-10,7664.1,198,19.9,Mild,3.8,-56.2,8.49,21752.5,9.68
ATL,ORD,Boeing 737 MAX 8,975.5,112,29.3,Mild,7.4,-50.1,1.16,4151.9,8.76
DFW,LAX,Embraer E190,1983.0,84,38.6,Moderate,25.8,-44.6,2.42,7903.9,8.4
SFO,ATL,Airbus A330-900,3434.9,266,67.1,Mild,3.4,-43.2,3.89,11163.5,9.76
LHR,ORD,Boeing 777-300ER,6344.7,259,18.2,Moderate,-24.7,-41.9,7.01,17685.6,9.82
DFW,SEA,Airbus A321ceo,2667.8,121,57.1,Severe,49.6,-52.7,3.22,12261.0,8.76
YYZ,ORD,Boeing 757-200,701.2,120,23.4,Mild,-11.5,-45.7,0.82,3295.3,8.72
GRU,SEA,Airbus A330-200,10909.9,179,75.1,Severe,36.0,-42.3,12.53,41150.1,9.42
YYZ,AMS,Airbus A321neo,5989.4,132,73.4,Severe,50.1,-40.4,7.19,25675.0,8.98
SIN,CDG,Boeing 777-200ER,10723.4,186,29.9,Mild,9.6,-49.3,12.02,31674.7,9.62
ATL,SEA,Airbus A321ceo,3504.7,119,65.2,Moderate,33.0,-50.8,4.23,13875.6,8.95
FRA,AMS,Boeing 767-300ER,365.7,133,14.3,Mild,-3.6,-59.7,0.43,2456.6,8.28
ATL,LAX,Boeing 767-300ER,3125.8,164,29.5,Mild,3.7,-59.2,3.67,9867.7,9.49
GRU,JNB,Boeing 777-200ER,7439.0,239,61.3,Severe,40.8,-49.9,8.34,29826.6,9.58
LHR,FRA,Boeing 787-10,653.5,270,35.8,Severe,-48.5,-49.7,0.72,3603.5,9.44
DFW,SEA,Airbus A321neo,2667.8,152,29.1,Mild,0.5,-40.0,3.2,8286.3,9.44
FRA,MAD,Boeing 787-10,1419.9,256,16.0,Mild,1.5,-45.9,1.57,5402.8,9.66
AMS,FRA,Airbus A319ceo,365.7,89,31.5,Severe,-38.7,-46.0,0.44,2354.0,7.44
JNB,GRU,Boeing 777-300ER,7439.0,260,33.7,Severe,36.4,-44.3,8.22,28687.4,9.66
BCN,LAX,Airbus A330-300,9674.6,234,61.4,Mild,5.7,-52.6,11.11,27964.1,9.75
LHR,MAD,Boeing 757-200,1243.2,146,52.0,Severe,-37.6,-59.7,1.46,4851.4,9.2
GRU,CDG,Boeing 787-10,9404.9,272,51.2,Mild,1.1,-55.5,10.42,25909.9,9.84
ORD,JFK,Boeing 767-300ER,1188.1,152,64.3,Mild,-0.1,-45.6,1.4,4906.6,9.18
SEA,BCN,Boeing 777-200ER,8729.8,230,78.3,Mild,-13.1,-45.6,9.79,24072.7,9.77
SEA,LAX,Boeing 777-200ER,1537.1,236,52.2,Moderate,17.2,-59.8,1.72,6682.9,9.52
HND,SEA,Boeing 787-9,7711.9,238,57.9,Severe,-36.2,-51.8,8.54,21345.4,9.78
JFK,SEA,Airbus A350-900,3886.6,203,59.9,Severe,-38.9,-52.6,4.3,11766.8,9.66
FRA,ORD,Boeing 787-8,6970.8,209,12.8,Moderate,-25.8,-54.3,7.72,19097.7,9.73
BCN,LHR,Boeing 777-200ER,1147.6,263,51.2,Severe,-50.2,-50.5,1.29,4957.2,9.6
ATL,MAD,Boeing 787-9,6959.9,190,64.5,Moderate,-24.8,-46.8,7.71,19429.0,9.66
SFO,AMS,Boeing 787-8,8785.5,187,51.4,Severe,44.1,-57.2,9.73,35490.3,9.4
MAD,DXB,Airbus A319ceo,5649.3,85,41.1,Mild,7.8,-47.1,6.82,16899.1,8.87
CDG,ATL,Boeing 777-300ER,7055.4,301,5.3,Severe,43.4,-59.8,7.8,28619.8,9.71
BCN,AMS,Boeing 787-8,1241.3,218,34.2,Mild,11.3,-41.8,1.37,5369.8,9.47
DFW,SEA,Boeing 737 MAX 8,2667.8,153,37.2,Severe,47.2,-43.3,3.18,12043.3,9.09
GRU,FRA,Boeing 777-200ER,9798.1,221,9.3,Severe,-39.8,-51.8,10.98,26168.0,9.76
ATL,ORD,Boeing 757-200,975.5,107,50.2,Severe,42.1,-58.2,1.15,5335.2,8.26
ORD,DFW,Airbus A330-200,1290.0,225,72.8,Moderate,-33.7,-50.7,1.48,5393.6,9.51
SEA,JFK,Airbus A321neo,3886.6,169,46.1,Mild,1.0,-55.1,4.67,11503.1,9.56
SEA,ATL,Boeing 787-10,3504.7,268,37.5,Severe,43.1,-46.5,3.88,15273.1,9.6
SEA,SFO,Airbus A321neo,1092.9,165,70.6,Severe,38.2,-41.9,1.31,5737.1,9.0
ORD,DFW,Embraer E175,1290.0,68,23.5,Severe,46.9,-56.5,1.58,6397.9,7.41
CDG,MAD,Boeing 787-8,1061.7,153,76.6,Mild,1.6,-43.2,1.18,4746.7,9.1
ORD,SEA,Boeing 777-200ER,2761.8,202,26.8,Mild,-4.6,-41.9,3.1,8684.9,9.63
LAX,ORD,Boeing 757-200,2801.9,155,77.2,Mild,1.9,-40.1,3.3,9061.6,9.43
LHR,ATL,Boeing 777-300ER,6760.9,243,14.7,Severe,-42.9,-50.4,7.47,18666.6,9.79
YYZ,ORD,Embraer E175,701.2,48,72.1,Mild,-10.4,-43.3,0.86,3143.2,6.63
SEA,DFW,Airbus A330-900,2667.8,239,26.4,Moderate,15.8,-42.6,3.02,9780.8,9.64
ORD,JFK,Boeing 737-700,1188.1,95,9.4,Moderate,-27.0,-43.6,1.42,4366.6,8.74
BCN,JNB,Airbus A330-200,7967.9,180,26.0,Moderate,17.3,-48.7,9.15,25786.1,9.54
DFW,AMS,Boeing 777-300ER,7900.1,242,21.2,Moderate,15.8,-47.1,8.73,25305.4,9.72
BCN,MAD,Airbus A330-900,483.1,182,32.5,Mild,-10.7,-40.7,0.55,2998.8,8.91
ATL,ORD,Boeing 777-200ER,975.5,222,15.4,Mild,1.5,-51.7,1.09,4207.1,9.48
YYZ,DFW,Embraer ERJ-145,1928.8,42,65.0,Moderate,-25.9,-41.3,2.32,6156.0,7.3
YYZ,CDG,Boeing 777-200ER,6019.5,216,24.2,Severe,-52.1,-50.5,6.75,16833.7,9.73
HND,AMS,Boeing 787-9,9316.3,189,19.5,Moderate,28.2,-58.1,10.32,32865.3,9.51
DXB,HND,Boeing 777-200ER,7934.6,269,39.5,Severe,-36.5,-46.7,8.9,21840.6,9.84
SEA,JFK,Airbus A350-1000,3886.6,256,54.0,Severe,35.8,-53.5,4.3,16021.4,9.61
LHR,SEA,Airbus A380-800,7702.3,314,60.5,Severe,39.8,-59.9,8.53,31134.3,9.73
CDG,YYZ,Boeing 777-200ER,6019.5,191,17.0,Mild,9.6,-45.0,6.75,18460.2,9.61
FRA,YYZ,Boeing 777-300ER,6342.8,258,54.2,Mild,-11.2,-44.6,7.01,17989.9,9.81
FRA,SEA,Airbus A350-900,8196.6,263,60.8,Mild,10.0,-46.6,9.08,25108.0,9.78
LAX,YYZ,Airbus A321ceo,3494.5,119,43.6,Severe,-38.2,-54.9,4.22,10307.4,9.27
SFO,ORD,Boeing 737-900ER,2964.0,136,11.7,Severe,-37.5,-42.6,3.53,8896.8,9.38
GRU,ORD,Airbus A330-300,8428.0,188,25.9,Moderate,23.9,-47.8,9.68,28858.7,9.53
AMS,MAD,Airbus A320ceo,1458.4,130,15.7,Severe,46.8,-40.6,1.76,7174.2,8.77
DFW,YYZ,Airbus A320ceo,1928.8,122,65.7,Mild,-9.1,-48.7,2.33,6430.6,9.18
MAD,BCN,Boeing 737 MAX 9,483.1,172,54.8,Mild,3.0,-40.6,0.58,2957.5,8.86
CDG,GRU,Airbus A330-300,9404.9,210,9.6,Mild,-12.2,-57.6,10.8,25168.2,9.74
AMS,JNB,Boeing 787-9,9016.7,265,32.4,Severe,-47.8,-51.4,9.99,24463.3,9.84
GRU,BCN,Boeing 787-10,8765.2,201,57.7,Moderate,-27.4,-46.2,9.71,23931.4,9.71
LAX,ORD,Airbus A330-300,2801.9,235,69.3,Mild,10.8,-52.4,3.22,10095.2,9.64
ATL,LHR,Boeing 767-300ER,6760.9,192,67.3,Moderate,-33.6,-56.9,7.94,18932.5,9.67
ATL,DFW,Airbus A321neo,1174.7,165,45.8,Moderate,-27.2,-40.9,1.41,4598.7,9.32
ORD,SEA,Boeing 767-300ER,2761.8,187,7.0,Mild,-11.3,-46.9,3.25,8491.1,9.6
AMS,SFO,Airbus A350-1000,8785.5,283,57.7,Severe,40.5,-51.4,9.73,34836.0,9.69
ORD,SFO,Airbus A330-200,2964.0,206,58.9,Mild,3.5,-53.2,3.4,9749.1,9.61
ATL,CDG,Airbus A350-900,7055.4,230,33.8,Severe,41.6,-59.3,7.81,28334.6,9.56
LHR,SEA,Boeing 787-9,7702.3,214,76.0,Severe,48.3,-41.9,8.53,32574.1,9.47
FRA,JFK,Airbus A380-800,6188.5,348,53.5,Moderate,20.3,-40.6,6.85,21877.8,9.84
YYZ,LHR,Airbus A330-900,5707.2,202,69.6,Mild,14.3,-57.3,6.46,18835.6,9.6
CDG,SEA,Airbus A330-900,8049.2,220,8.9,Mild,8.1,-42.3,9.12,23752.0,9.71
JFK,DFW,Boeing 787-10,2235.0,251,16.9,Moderate,-25.9,-42.0,2.48,7372.9,9.72
GRU,JNB,Airbus A330-200,7439.0,201,46.9,Moderate,16.4,-50.9,8.54,24176.0,9.61
AMS,SIN,Airbus A350-1000,10512.2,233,23.8,Severe,-38.3,-45.0,11.64,28105.4,9.79
DXB,LHR,Airbus A319ceo,5497.4,106,42.6,Severe,36.0,-41.5,6.64,21171.6,8.83
SFO,YYZ,Airbus A330-200,3628.0,197,41.0,Severe,49.1,-42.2,4.17,16287.7,9.35
GRU,YYZ,Airbus A330-300,8193.5,240,27.2,Mild,-1.3,-52.3,9.41,22335.8,9.79
BCN,FRA,Airbus A350-900,1093.6,243,13.3,Moderate,25.3,-57.2,1.21,5308.1,9.46
JFK,BCN,Airbus A350-1000,6150.4,291,68.1,Moderate,23.4,-53.0,6.81,21997.7,9.76
LHR,CDG,Airbus A330-300,347.0,254,68.7,Severe,39.9,-48.3,0.4,3496.6,8.7
DXB,JFK,Airbus A350-900,11001.4,273,23.8,Severe,-51.0,-55.3,12.18,29387.5,9.85
YYZ,CDG,Boeing 787-10,6019.5,271,65.3,Mild,-13.5,-55.4,6.67,17253.8,9.82
AMS,ORD,Boeing 787-10,6612.5,243,47.4,Mild,-3.1,-57.5,7.32,18544.4,9.79
ATL,SEA,Boeing 737-700,3504.7,76,6.4,Moderate,-26.1,-48.5,4.18,10115.8,8.76
GRU,FRA,Airbus A330-900,9798.1,237,20.7,Mild,-1.3,-53.4,11.1,26289.3,9.79
AMS,YYZ,Boeing 777-300ER,5989.4,226,71.2,Mild,9.0,-54.3,6.62,18815.9,9.69
MAD,AMS,Airbus A321neo,1458.4,179,31.7,Mild,-3.3,-58.5,1.75,5282.6,9.45
BCN,FRA,Boeing 767-300ER,1093.6,163,44.4,Severe,35.8,-50.6,1.29,5723.1,8.99
LAX,FRA,Boeing 787-9,9321.3,265,46.6,Moderate,17.9,-43.6,10.32,30334.4,9.76
ATL,SFO,Airbus A321neo,3434.9,173,54.8,Mild,10.8,-47.5,4.12,11407.9,9.49
AMS,CDG,Boeing 737 MAX 9,399.0,150,50.8,Mild,-3.2,-50.9,0.48,2650.2,8.52
MAD,YYZ,Boeing 787-8,6057.7,194,72.1,Moderate,16.9,-53.2,6.71,20294.0,9.56
BCN,ATL,Airbus A330-200,7360.2,207,24.8,Severe,39.9,-49.7,8.45,28975.2,9.5
DFW,SFO,Boeing 737-900ER,2352.0,128,74.0,Moderate,-15.2,-51.6,2.8,7576.7,9.26
DXB,BCN,Airbus A380-800,5175.4,431,46.1,Severe,44.7,-53.5,5.73,22553.8,9.84
AMS,BCN,Airbus A321neo,1241.3,144,23.6,Mild,13.6,-46.2,1.49,5152.8,9.12
ORD,BCN,Airbus A380-800,7094.5,378,35.0,Severe,-40.2,-50.2,7.86,20146.0,9.94
ORD,SEA,Boeing 777-200ER,2761.8,205,5.6,Mild,9.9,-47.3,3.1,9339.0,9.59
FRA,CDG,Embraer ERJ-145,448.8,42,31.5,Mild,11.1,-59.5,0.54,2575.4,4.96
JNB,BCN,Boeing 787-8,7967.9,147,70.9,Mild,-14.0,-45.1,8.82,21907.7,9.51
FRA,SEA,Boeing 787-9,8196.6,190,53.3,Severe,-44.1,-41.3,9.08,22436.4,9.67
MAD,HND,Airbus A330-900,10766.1,247,12.4,Severe,35.4,-59.3,12.19,40089.3,9.65
LHR,GRU,Airbus A330-900,9460.5,199,31.3,Moderate,-29.1,-44.9,10.71,25462.9,9.71
DFW,MAD,Airbus A380-800,7972.1,342,76.0,Mild,3.2,-45.2,8.83,23670.3,9.9
JFK,SEA,Airbus A330-200,3886.6,215,27.9,Severe,-53.5,-50.8,4.46,11519.2,9.7
DFW,MAD,Boeing 767-300ER,7972.1,185,12.0,Moderate,-34.0,-56.6,9.37,21549.4,9.67
ORD,SEA,Airbus A220-300,2761.8,88,48.8,Severe,-40.8,-59.4,3.34,8377.0,8.9
SEA,MAD,Boeing 787-9,8521.4,233,65.0,Severe,-42.5,-49.7,9.44,23414.2,9.78
DFW,HND,Airbus A350-1000,10377.6,239,68.6,Moderate,-32.3,-50.5,11.49,28166.8,9.79
ORD,SEA,Boeing 737 MAX 8,2761.8,118,11.0,Moderate,-34.7,-48.3,3.29,8352.4,9.24
SFO,JFK,Airbus A380-800,4152.1,362,79.6,Mild,12.3,-45.5,4.6,14969.1,9.85
DXB,AMS,Airbus A330-200,5168.5,159,37.5,Mild,-8.2,-58.2,5.93,14697.8,9.54
JFK,ORD,Airbus A350-900,1188.1,266,61.1,Moderate,-15.8,-46.7,1.32,5143.5,9.6
ORD,JFK,Boeing 767-300ER,1188.1,132,73.0,Severe,35.1,-54.2,1.4,6183.6,8.71
AMS,SFO,Boeing 787-10,8785.5,198,47.3,Moderate,-15.4,-40.6,9.73,23894.5,9.7
MAD,FRA,Airbus A320neo,1419.9,123,66.4,Severe,45.2,-55.0,1.7,7098.3,8.66
LAX,ORD,Boeing 737 MAX 9,2801.9,129,63.9,Moderate,-22.2,-53.4,3.34,8666.9,9.31
LHR,SEA,Boeing 777-200ER,7702.3,185,53.8,Mild,-10.9,-49.6,8.63,21224.2,9.66
